accountID,likes,merchants,interests
A309681306430730,"['Tesla', 'CGTN', 'UFC', 'Hackerrank']","['ELECTRONICS', 'TATA-SKY', 'TESLA', 'Hackerrank']","['CODING', 'AUTOMOBILES', 'UFC']"
A985156695937341,"['Mathematics', 'Arsenal', 'Cristiano Ronaldo', 'Nirvana', 'Manchester City']","['TATA-SKY', 'PIZZA-HUT', 'MUSIC-CONCERT', 'FOOTBALL-TICKET', 'FOOTBALL TICKET']","['MUSIC', 'FOOTBALL']"
A1759221348416390,"['Tesla', 'Play Station', 'Science']","['TESLA', 'MUSIC CONCERT', 'BOOKS']","['SCIENCE', 'AUTOMOBILES']"
A1055521247233180,"['The Simpsons', 'Manchester City']","['FOOTBALL-TICKET', 'NETFLIX']","['FOOTBALL', 'TV-SHOWS']"
A914801080665294,"['Candy Crush Saga', 'Pitbull']","['ANDROID', 'BOOK-MY-SHOW']","['ANDROID-GAMES', 'MOVIES']"
A1899945739146030,"['Shakira', 'KFC', 'OPPO', 'Marvel']","['FOOTBALL TICKET', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'MOVIES']"
A985157083615769,"['IPL', 'History', 'TIMES OF INDIA', 'Mathematics']","['NEWSPAPER', 'GAMING', 'BOOKS']","['HISTORY', 'NEWS']"
A985156521104439,"['Bruno Mars', 'Windows', 'McDonalds', 'Bruce Lee', 'Health and Diet']","['HEALTH-KART', 'MUSIC CONCERT', 'BOOK-MY-SHOW', 'BITCOINS', 'ELECTRONICS']","['TECH-SAVY', 'HEALTH-CONCIOUS', 'MOVIES']"
A403043975915315,"['John Cena', 'NBA', 'Pizza Hut', 'Bitcoins']","['BITCOINS', 'TATA-SKY', 'BOOK-MY-SHOW', 'BASKETBALL TICKET']","['BITCOINS', 'SPORTS']"
A1899946231915130,"['Jackie Chan', 'Windows', 'Red Bull', 'CS GO']","['GROCERIES', '9GAG', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'MOVIES', 'FOODIE']"
A985156994196390,"['Jackie Chan', 'Red Bull', 'Disney']","['GROCERIES', 'DISNEY-PLUS', 'BOOK-MY-SHOW']","['DISNEY-MOVIES', 'MOVIES', 'FOODIE']"
A844427605706195,"['Shakira', 'WWE', 'Wallmart']","['WALMART', 'TATA-SKY', 'TELECOM']","['SHOPPING', 'SPORTS']"
A914800335493686,"['50 Cent', 'Pepsi', 'OPPO']","['GROCERIES', 'MUSIC CONCERT', 'ELECTRONICS']","['TECH-SAVY', 'MUSIC', 'FOODIE']"
A985156814618755,"['Bitcoins', '5-Minute Crafts', 'Vin Diesel', 'Cars', 'Football']","['NEWSPAPER', 'YOUTUBE', 'AUTOMOBILE', 'MUSIC-CONCERT', 'FOOTBALL-TICKET']","['YOUTUBE', 'AUTOMOBILES', 'FOOTBALL']"
A1055521399664650,"['Bitcoins', 'Tom and Jerry', 'McDonalds']","['TATA-SKY', 'MCDONALDS', 'ELECTRONICS']","['COMEDY-SHOWS', 'FOODIE']"
A985157006691475,"['Metalica', 'Shrek', 'Bill Gates', 'Burger King', 'Memes']","['9GAG', 'MUSIC CONCERT', 'BOOK-MY-SHOW', 'MUSIC-CONCERT', 'AUTOMOBILE']","['MEMES', 'MOVIES', 'MUSIC']"
A844427631445288,"['Windows', 'The Simpsons', 'Cold Play']","['NETFLIX', 'MUSIC CONCERT', 'ELECTRONICS']","['TECH-SAVY', 'MUSIC', 'TV-SHOWS']"
A985156421036122,"['Mr Bean', 'Bitcoins', 'Vin Diesel', 'Fashion', 'Metalica']","['MUSIC CONCERT', 'BOOK-MY-SHOW', 'BITCOINS', 'NEWSPAPER', 'TATA-SKY']","['BITCOINS', 'MOVIES', 'MUSIC']"
A1759220942423430,"['The Simpsons', 'Spotify', 'CodeChef']","['NETFLIX', 'CODECHEF', 'SPOTIFY']","['CODING', 'MUSIC', 'TV-SHOWS']"
A564049516490740,"['Jackie Chan', 'Intel', 'Cold Play']","['MUSIC CONCERT', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'MOVIES', 'MUSIC']"
A365316516800344,"['SONY Mobile', 'Science', 'Starbucks', 'Food', 'TIMES OF INDIA']","['STARBUCKS', 'ELECTRONICS', 'BOOKS']","['STARBUCKS', 'TECH-SAVY', 'SCIENCE']"
A303496553870268,"['Pepsi', 'Hackerrank']","['GROCERIES', 'Hackerrank']","['CODING', 'FOODIE']"
A404144162493936,"['Food', 'Intel', 'Nirvana', 'Pitbull']","['MUSIC-CONCERT', 'MUSIC CONCERT', 'BOOKS', 'ELECTRONICS']","['TECH-SAVY', 'MUSIC']"
A914800358315382,"['BBC News', 'KitKat', 'Geography', 'McDonalds']","['UBER', 'TATA-SKY', 'GROCERIES', 'MCDONALDS']","['NEWS', 'FOODIE']"
A564049509538824,"['Tesla', 'KitKat', 'CS GO', 'Tom and Jerry']","['TESLA', 'STEAM', 'MUSIC CONCERT', 'TATA-SKY']","['COMEDY-SHOWS', 'AUTOMOBILES', 'GAMING']"
A914800156885739,"['Football', 'UFC', 'Metalica']","['HEALTH-KART', 'FOOTBALL-TICKET', 'MUSIC CONCERT']","['FOOTBALL', 'MUSIC']"
A1055521339023800,"['Indian Cricket Team', 'Pizza Hut', 'Marvel']","['PIZZA-HUT', 'BOOK-MY-SHOW-SPORTS', 'BOOK-MY-SHOW']","['CRICKET', 'MOVIES', 'FOODIE']"
A564049488212003,"['Playboy', 'Disney']","['DISNEY-PLUS', 'Playboy']","['PLAYBOY', 'DISNEY-MOVIES']"
A914801037939174,"['The Simpsons', 'Red Bull', 'LaLiga']","['NETFLIX', 'GROCERIES', 'FOOTBALL TICKET', 'ELECTRONICS']","['TV-SHOWS', 'FOOTBALL', 'FOODIE']"
A844427720597578,"['Harry Potter', 'Manchester City', 'IPL', 'Playboy', 'Pepsi']","['TATA-SKY', 'BOOK-MY-SHOW-SPORTS', 'GROCERIES', 'FOOTBALL-TICKET', 'ELECTRONICS']","['CRICKET', 'FOOTBALL', 'FOODIE']"
A985157032685567,"['Arsenal', 'Marvel']","['FOOTBALL TICKET', 'BOOK-MY-SHOW']","['FOOTBALL', 'MOVIES']"
A1688852333050580,"['Uber', 'Bitcoins', 'Pizza Hut', 'National Geographic TV', 'History']","['UBER', 'TATA-SKY', 'Playboy', 'BOOKS']","['HISTORY', 'TRAVELLING', 'EDUCATIONAL-SHOWS']"
A844427526280304,"['WWE', 'XBOX', 'OPPO', '5-Minute Crafts']","['YOUTUBE', 'MUSIC CONCERT', 'ELECTRONICS']","['TECH-SAVY', 'YOUTUBE', 'GAMING']"
A914800998297619,"['Bitcoins', 'KitKat', 'Burger King', 'MS Dhoni']","['BITCOINS', 'GROCERIES', '9GAG', 'BOOK-MY-SHOW-SPORTS']","['CRICKET', 'BITCOINS', 'FOODIE']"
A844428072967513,"['WWE', 'Spider man']","['TATA-SKY', 'BOOK-MY-SHOW']","['SPORTS', 'MOVIES']"
A1759220867999380,"['Wallmart', 'Mathematics', 'Taste Made', 'Disney']","['TASTE-MADE', 'WALMART', 'DISNEY-PLUS', 'MUSIC-CONCERT', 'TATA-SKY']","['SHOPPING', 'DISNEY-MOVIES', 'FOODIE']"
A914800988354535,"['Uber', 'KFC']","['UBER', 'KFC']","['TRAVELLING', 'FOODIE']"
A844427309642450,"['WWE', 'History', 'Real Madrid C.F.', 'Pepsi']","['TATA-SKY', 'FOOTBALL TICKET', 'AUTOMOBILE']","['SPORTS', 'FOOTBALL']"
A564049507440814,"['Shrek', '50 Cent', 'KFC']","['KFC', 'GROCERIES', 'BOOK-MY-SHOW']","['MOVIES', 'FOODIE']"
A1055521473379310,"['CS GO', 'Spider man', 'Fashion']","['ZARA', 'STEAM', 'BOOK-MY-SHOW']","['FASHION', 'MOVIES', 'GAMING']"
A1759221072673440,"['Shrek', 'CS GO', 'Taste Made', 'Cristiano Ronaldo']","['BOOK-MY-SHOW', 'STEAM', 'GROCERIES', 'TATA-SKY', 'FOOTBALL TICKET']","['FOOTBALL', 'MOVIES', 'GAMING']"
A1829582248930720,"['Taste Made', 'Candy Crush Saga', 'McDonalds', 'BBC News', 'The Simpsons']","['BOOK-MY-SHOW', 'ANDROID', 'MCDONALDS', 'TATA-SKY', 'NETFLIX']","['FOODIE', 'ANDROID-GAMES', 'TV-SHOWS']"
A1055521472577560,"['History', 'The Simpsons', 'UFC', 'Criminal Case']","['SPOTIFY', 'TATA-SKY', 'NETFLIX', 'BOOKS']","['HISTORY', 'UFC', 'TV-SHOWS']"
A914800470271940,"['Fast & Furious', 'Wallmart', 'Harry Potter']","['WALMART', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'SHOPPING', 'MOVIES']"
A317039997917173,"['Michael Jackson', 'WWE', 'Arsenal', 'MS Dhoni']","['TATA-SKY', 'FOOTBALL TICKET', 'BOOK-MY-SHOW-SPORTS', 'MUSIC CONCERT']","['MUSIC', 'FOOTBALL', 'CRICKET']"
A1055520492155470,"['Eminem', 'Anime', 'Cold Play']","['CRUNCHYROLL', 'MUSIC CONCERT', 'BOOK-MY-SHOW']","['ANIME', 'MUSIC']"
A985156980871055,"['Vin Diesel', 'CGTN', 'Health and Diet']","['HEALTH-KART', 'TATA-SKY']","['NEWS', 'HEALTH-CONCIOUS']"
A914791529109649,"['Jackie Chan', 'Huawei Mobile', 'McDonalds', 'MS Dhoni']","['UBER', 'TELECOM', 'BOOK-MY-SHOW-SPORTS', 'BOOK-MY-SHOW']","['TECH-SAVY', 'MOVIES', 'CRICKET']"
A985156840432074,"['Harry Potter', 'Angry Birds', 'MS Dhoni']","['ANDROID', 'BOOK-MY-SHOW-SPORTS', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'ANDROID-GAMES', 'CRICKET']"
A402975254337107,"['John Cena', 'Linkin Park', 'Cristiano Ronaldo', 'LaLiga']","['TATA-SKY', 'FOOTBALL TICKET', 'MUSIC CONCERT']","['SPORTS', 'FOOTBALL', 'MUSIC']"
A985156038567322,"['BBC News', 'CGTN', 'Candy Crush Saga']","['ANDROID', 'TATA-SKY', 'AMAZON-PRIME']","['NEWS', 'ANDROID-GAMES']"
A389439749671155,"['Fast & Furious', 'Nirvana', 'Angry Birds', 'XBOX', 'Metalica']","['MUSIC CONCERT', 'TELECOM', 'WINDOWS', 'MUSIC-CONCERT', 'ELECTRONICS']","['MUSIC', 'GAMING']"
A985156992910292,"['Cars', 'Arsenal']","['AUTOMOBILE', 'FOOTBALL TICKET']","['AUTOMOBILES', 'FOOTBALL']"
A844428150483103,"['Windows', 'Fashion']","['ZARA', 'ELECTRONICS']","['TECH-SAVY', 'FASHION']"
A1688852108491340,"['Nissan', 'Bitcoins', 'The Simpsons', 'Anime', 'LaLiga']","['TATA-SKY', 'BITCOINS', 'UBER', 'CRUNCHYROLL', 'NETFLIX']","['BITCOINS', 'ANIME', 'TV-SHOWS']"
A1688852348702880,"['CodeChef', 'LaLiga', 'UFC', 'Bruno Mars']","['TATA-SKY', 'FOOTBALL TICKET', 'CODECHEF']","['CODING', 'FOOTBALL', 'UFC']"
A985156990920498,"['Michael Jackson', 'Cristiano Ronaldo', 'Marvel']","['FOOTBALL TICKET', 'MUSIC CONCERT', 'BOOK-MY-SHOW']","['MUSIC', 'FOOTBALL', 'MOVIES']"
A1055521507926690,"['Wallmart', 'Harry Potter', 'Burger King', 'Disney']","['WALMART', 'STEAM', 'DISNEY-PLUS', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'SHOPPING', 'DISNEY-MOVIES']"
A1055521248074340,"['John Cena', 'Arsenal', 'Harry Potter', 'Disney']","['STEAM', 'FOOTBALL TICKET', 'DISNEY-PLUS']","['DISNEY-MOVIES', 'FOOTBALL']"
A914801118686076,"['Angry Birds', 'Criminal Case', 'Science', 'Playboy']","['ANDROID', 'MUSIC CONCERT', 'BOOKS', 'Playboy']","['PLAYBOY', 'ANDROID-GAMES']"
A914800954731475,"['Fast & Furious', 'Pizza Hut', 'Metalica', 'Hackerrank']","['PIZZA-HUT', 'MUSIC-CONCERT', 'MUSIC CONCERT', 'Hackerrank']","['CODING', 'MUSIC', 'FOODIE']"
A914800423901077,"['SONY Mobile', 'Mathematics', 'Fashion', 'Netflix']","['NETFLIX', 'BOOKS', 'ELECTRONICS']","['TECH-SAVY', 'NETFLIX', 'MATHEMATICS']"
A844428054107551,"['Wallmart', 'Eminem', 'LaLiga', 'MS Dhoni']","['WALMART', 'FOOTBALL TICKET', 'MUSIC CONCERT', 'BOOK-MY-SHOW-SPORTS']","['SHOPPING', 'MUSIC']"
A985157014941583,"['Tesla', 'Eminem', 'Geography']","['TESLA', 'MUSIC CONCERT', 'BOOKS']","['GEOGRAPHY', 'AUTOMOBILES', 'MUSIC']"
A985156987391953,"['Bill Gates', 'XBOX', 'Fashion']","['ZARA', 'WINDOWS', 'ELECTRONICS']","['TECH-SAVY', 'FASHION', 'GAMING']"
A1759220999834610,"['Intel', 'Taste Made', 'IPL', 'Tesla', 'LaLiga']","['HEALTH-KART', 'TASTE-MADE', 'FOOTBALL TICKET', 'ELECTRONICS']","['TECH-SAVY', 'FOOTBALL', 'FOODIE']"
A1055521410587910,"['BBC News', 'Cristiano Ronaldo', 'Red Bull']","['TATA-SKY', 'GROCERIES', 'FOOTBALL TICKET']","['NEWS', 'FOOTBALL', 'FOODIE']"
A985156815717903,"['Michael Jackson', 'Shrek', 'XBOX', 'Samsung']","['DISNEY-PLUS', 'STARBUCKS', 'MUSIC CONCERT', 'ELECTRONICS']","['MUSIC', 'GAMING']"
A1055520716107680,"['Jackie Chan', 'Nissan', 'KitKat', 'OPPO', 'Angry Birds']","['Nissan', 'BOOK-MY-SHOW', 'MUSIC-CONCERT', 'TESLA', 'ELECTRONICS']","['TECH-SAVY', 'AUTOMOBILES', 'MOVIES']"
A1829582390581810,"['John Cena', 'Cristiano Ronaldo', 'Geography', '5-Minute Crafts']","['TATA-SKY', 'FOOTBALL TICKET', 'BOOK-MY-SHOW', 'BOOKS']","['GEOGRAPHY', 'SPORTS', 'FOOTBALL']"
A1055521505880060,"['Tesla', 'Linkin Park', 'History']","['TESLA', 'MUSIC CONCERT', 'BOOKS']","['HISTORY', 'AUTOMOBILES', 'MUSIC']"
A844427153502393,"['SONY Mobile', 'Nissan', 'Play Station', 'Nirvana', 'Anime']","['CRUNCHYROLL', 'MUSIC-CONCERT', 'BOOKS', 'ELECTRONICS']","['TECH-SAVY', 'ANIME', 'MUSIC']"
A844428132682047,"['Mr Bean', 'Taste Made', 'Memes', 'Playboy']","['MUSIC-CONCERT', '9GAG', 'TASTE-MADE', 'Playboy']","['PLAYBOY', 'MEMES', 'FOODIE']"
A1829582167039210,"['Tesla', 'History', 'OPPO', 'Fast & Furious']","['TESLA', 'STEAM', 'BOOK-MY-SHOW']","['AUTOMOBILES', 'MOVIES']"
A914801075629402,"['Science', 'Manchester City']","['FOOTBALL-TICKET', 'BOOKS']","['SCIENCE', 'FOOTBALL']"
A1759221395087180,"['KFC', 'Hackerrank']","['KFC', 'Hackerrank']","['CODING', 'FOODIE']"
A844427405095225,"['Harry Potter', 'Geography', 'CGTN']","['BOOK-MY-SHOW', 'BOOKS']","['HARRY-POTTER-MOVIES', 'GEOGRAPHY']"
A914800509865533,"['Wallmart', 'WWE', 'Cars']","['WALMART', 'TATA-SKY', 'Playboy']","['SPORTS', 'SHOPPING']"
A914800386736091,"['Samsung', 'Spotify']","['TELECOM', 'SPOTIFY']","['TECH-SAVY', 'MUSIC']"
A914801000059373,"['Anime', '5-Minute Crafts']","['YOUTUBE', 'CRUNCHYROLL']","['YOUTUBE', 'ANIME']"
A985156275759357,"['50 Cent', 'Bruce Lee', 'Burger King', 'TIMES OF INDIA', 'CGTN']","['9GAG', 'NEWSPAPER', 'BOOK-MY-SHOW', 'BURGER-KING']","['NEWS', 'MOVIES', 'FOODIE']"
A914800203360172,"['Arsenal', 'Pepsi', 'CodeChef']","['Nissan', 'GROCERIES', 'FOOTBALL TICKET']","['FOOTBALL', 'FOODIE']"
A404144163271476,"['Anime', 'Harry Potter', 'MTV']","['CRUNCHYROLL', 'TATA-SKY', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'ANIME', 'MUSIC']"
A914801028874148,"['Jackie Chan', 'Mathematics', 'Pizza Hut', 'Red Bull']","['BITCOINS', 'CODECHEF', 'BOOK-MY-SHOW', 'BOOKS']","['MOVIES', 'MATHEMATICS']"
A1688852398997760,"['Michael Jackson', 'TIMES OF INDIA', 'Starbucks']","['STARBUCKS', 'NEWSPAPER', 'MUSIC CONCERT']","['STARBUCKS', 'NEWS', 'MUSIC']"
A914800565729896,"['NBA', 'Harry Potter', 'Pepsi', '5-Minute Crafts']","['TATA-SKY', 'GROCERIES', 'ZARA', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'FOODIE']"
A985157059474039,"['SONY Mobile', 'Mr Bean']","['TATA-SKY', 'ELECTRONICS']","['TECH-SAVY', 'COMEDY-SHOWS']"
A985156674274049,"['ASUS', 'Real Madrid C.F.', 'Starbucks', 'Criminal Case', 'IPL']","['ELECTRONICS', 'BOOK-MY-SHOW-SPORTS', 'GROCERIES', 'FOOTBALL TICKET', 'BOOKS']","['TECH-SAVY', 'FOOTBALL', 'CRICKET']"
A985156246310350,"['Shakira', 'TIMES OF INDIA', 'Spider man']","['MUSIC-CONCERT', 'NEWSPAPER', 'BOOK-MY-SHOW']","['NEWS', 'MOVIES', 'MUSIC']"
A844427212310949,"['Eminem', 'Bruno Mars']",['MUSIC CONCERT'],['MUSIC']
A1829581384613220,"['Windows', 'Candy Crush Saga', 'National Geographic TV']","['ANDROID', 'TATA-SKY', 'ELECTRONICS']","['TECH-SAVY', 'EDUCATIONAL-SHOWS', 'ANDROID-GAMES']"
A985157115171723,"['LaLiga', 'John Cena', 'Nissan', 'OPPO']","['ANDROID', 'TATA-SKY', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'SPORTS']"
A914800878955819,"['McDonalds', 'Huawei Mobile', 'Bill Gates', 'Geography', 'Linkin Park']","['TELECOM', 'MUSIC-CONCERT', 'STEAM', 'MCDONALDS', 'BOOKS']","['TECH-SAVY', 'GEOGRAPHY', 'FOODIE']"
A914801060146194,"['Tom and Jerry', 'Pepsi', 'Football']","['FOOTBALL-TICKET', 'GROCERIES', 'MUSIC CONCERT']","['FOOTBALL', 'FOODIE']"
A1829581399812960,"['Arsenal', 'Cars']","['AUTOMOBILE', 'FOOTBALL TICKET']","['AUTOMOBILES', 'FOOTBALL']"
A914800534358607,"['John Cena', 'Bitcoins']","['BITCOINS', 'TATA-SKY']","['BITCOINS', 'SPORTS']"
A844428100755963,"['Indian Cricket Team', 'Food']","['GROCERIES', 'BOOK-MY-SHOW-SPORTS']","['FOODIE', 'CRICKET']"
A844427721434311,"['Jackie Chan', 'Starbucks', 'Metalica']","['STARBUCKS', 'MUSIC CONCERT', 'BOOK-MY-SHOW']","['STARBUCKS', 'MUSIC', 'MOVIES']"
A362152856756473,"['Fast & Furious', 'Uber', 'Starbucks', 'Memes']","['STARBUCKS', 'AUTOMOBILE', 'MCDONALDS', 'BOOK-MY-SHOW']","['STARBUCKS', 'MOVIES']"
A914800897032076,"['NBA', 'CodeChef', 'Nirvana', '50 Cent']","['MUSIC-CONCERT', 'GROCERIES', 'MUSIC CONCERT', 'CODECHEF']","['CODING', 'MUSIC']"
A985156723035967,"['Linkin Park', 'CS GO', 'Memes', 'Bitcoins']","['BITCOINS', 'FOOTBALL TICKET', 'STEAM', '9GAG']","['BITCOINS', 'MEMES', 'GAMING']"
A985157102852022,"['National Geographic TV', 'Netflix', 'Starbucks', 'Playboy']","['STARBUCKS', 'FOOTBALL-TICKET', 'NETFLIX', 'Playboy']","['STARBUCKS', 'NETFLIX', 'PLAYBOY']"
A1055521523035290,"['SONY Mobile', 'Linkin Park', 'Pizza Hut', 'Pitbull']","['BOOKS', 'MUSIC CONCERT', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'MUSIC', 'MOVIES']"
A389439750078059,"['WWE', 'Mathematics', 'Angry Birds', 'Nirvana']","['TATA-SKY', 'MUSIC-CONCERT', 'AUTOMOBILE', 'BOOKS']","['SPORTS', 'MUSIC', 'MATHEMATICS']"
A564049489531674,"['Wallmart', 'Mr Bean', 'Pepsi', 'Candy Crush Saga']","['ANDROID', 'WALMART', 'GROCERIES']","['SHOPPING', 'ANDROID-GAMES', 'FOODIE']"
A985156582441002,"['Cristiano Ronaldo', 'Health and Diet']","['HEALTH-KART', 'FOOTBALL TICKET']","['HEALTH-CONCIOUS', 'FOOTBALL']"
A1759220822234690,"['Jackie Chan', 'SONY Mobile', 'OPPO', 'Food']","['BOOKS', 'GROCERIES', 'WINDOWS', 'ELECTRONICS']","['TECH-SAVY', 'FOODIE']"
A985156967819924,"['Indian Cricket Team', 'MS Dhoni', 'Bitcoins']","['BITCOINS', 'MUSIC CONCERT', 'BOOK-MY-SHOW-SPORTS']","['BITCOINS', 'CRICKET']"
A844428061577740,"['WWE', 'History', 'Angry Birds', 'Pepsi']","['SPOTIFY', 'TATA-SKY', 'BOOKS']","['HISTORY', 'SPORTS']"
A985156964623830,"['Linkin Park', 'Spotify', 'Bitcoins']","['BITCOINS', 'MUSIC CONCERT', 'ELECTRONICS']","['BITCOINS', 'MUSIC']"
A1055520783497410,"['Michael Jackson', '50 Cent', 'Netflix', 'History', 'The Simpsons']","['KFC', 'TATA-SKY', 'NETFLIX', 'BOOKS']","['HISTORY', 'NETFLIX', 'TV-SHOWS']"
A1899945658680650,"['Uber', 'Shrek', 'Food', 'Pepsi', 'Memes']","['9GAG', 'MUSIC CONCERT', 'UBER', 'GROCERIES', 'TATA-SKY']","['TRAVELLING', 'MEMES', 'FOODIE']"
A1688852834034210,"['Bruno Mars', 'John Cena', 'Wallmart', 'Memes', 'Metalica']","['WALMART', 'TATA-SKY', '9GAG', 'FOOTBALL TICKET']","['SHOPPING', 'MEMES', 'SPORTS']"
A1899946922117710,"['Shakira', 'Metalica', 'Football']","['FOOTBALL-TICKET', 'MUSIC-CONCERT', 'MUSIC CONCERT']","['MUSIC', 'FOOTBALL']"
A985156173706654,"['Arsenal', 'Geography', 'Science']","['FOOTBALL TICKET', 'BOOKS']","['GEOGRAPHY', 'SCIENCE', 'FOOTBALL']"
A1055520593330270,"['Windows', 'Bill Gates', 'Pizza Hut', 'Criminal Case']","['WINDOWS', 'PIZZA-HUT', 'FOOTBALL TICKET', 'BOOKS', 'ELECTRONICS']","['TECH-SAVY', 'FOODIE']"
A1899947024108450,"['The Simpsons', 'Angry Birds', 'OPPO']","['ANDROID', 'BOOKS', 'ELECTRONICS']","['TECH-SAVY', 'ANDROID-GAMES']"
A1055520653134860,"['IPL', 'Huawei Mobile', 'Red Bull']","['BITCOINS', 'TELECOM', 'BOOK-MY-SHOW-SPORTS']","['TECH-SAVY', 'CRICKET']"
A1055521492573040,"['Uber', 'Windows', 'KitKat', 'Spider man']","['UBER', 'BITCOINS', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'TRAVELLING', 'MOVIES']"
A1899945383714340,"['Anime', 'Tom and Jerry', 'McDonalds']","['CRUNCHYROLL', 'TATA-SKY', 'MCDONALDS']","['COMEDY-SHOWS', 'ANIME', 'FOODIE']"
A844428075434110,"['Real Madrid C.F.', 'KFC', 'Playboy']","['KFC', 'FOOTBALL TICKET', 'Playboy']","['PLAYBOY', 'FOOTBALL', 'FOODIE']"
A2181420358989920,"['Uber', 'WWE', 'Fast & Furious', 'John Cena', 'Food']","['TATA-SKY', 'TELECOM', 'BOOK-MY-SHOW']","['SPORTS', 'MOVIES']"
A1055521478132460,"['Intel', 'Mathematics']","['ELECTRONICS', 'BOOKS']","['TECH-SAVY', 'MATHEMATICS']"
A1829581664722910,"['Play Station', 'Nissan']","['Nissan', 'GAMING']","['AUTOMOBILES', 'GAMING']"
A985156944936566,"['Linkin Park', 'CS GO', 'Vin Diesel', 'Pitbull']","['WALMART', 'MUSIC CONCERT', 'BOOK-MY-SHOW', 'ELECTRONICS']","['MOVIES', 'MUSIC']"
A1055521248453180,"['ASUS', 'Cristiano Ronaldo', 'LaLiga', 'Nirvana']","['MUSIC-CONCERT', 'FOOTBALL TICKET', 'MUSIC CONCERT']","['MUSIC', 'FOOTBALL']"
A844428047223024,"['Huawei Mobile', 'Eminem', 'Candy Crush Saga', 'Hackerrank']","['STEAM', 'TELECOM', 'MUSIC CONCERT', 'Hackerrank']","['TECH-SAVY', 'CODING', 'MUSIC']"
A1829581302118890,"['Intel', 'Shrek', 'Bill Gates', 'Fashion', 'Hackerrank']","['ZARA', 'BITCOINS', 'BOOK-MY-SHOW-SPORTS', 'WINDOWS', 'Hackerrank']","['TECH-SAVY', 'CODING', 'FASHION']"
A844427407744172,"['Michael Jackson', 'Harry Potter', '50 Cent']","['MUSIC CONCERT', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'MUSIC']"
A1899945460837250,"['Eminem', 'CodeChef', '5-Minute Crafts']","['MUSIC CONCERT', 'CODECHEF', 'BOOKS']","['CODING', 'MUSIC']"
A985157100115213,"['KFC', 'Burger King', 'Disney']","['KFC', 'DISNEY-PLUS', 'BURGER-KING']","['DISNEY-MOVIES', 'FOODIE']"
A985156126751934,"['SONY Mobile', 'WWE', 'Real Madrid C.F.', 'Football']","['TATA-SKY', 'FOOTBALL TICKET', 'ELECTRONICS']","['TECH-SAVY', 'FOOTBALL']"
A1688852529420300,"['Bruno Mars', 'Indian Cricket Team', 'Fashion', 'History', 'LaLiga']","['DISNEY-PLUS', 'FOOTBALL TICKET', 'MUSIC CONCERT', 'BOOKS']","['HISTORY', 'FOOTBALL', 'MUSIC']"
A1055520532032630,"['Windows', 'KitKat', 'OPPO', 'Fashion', 'XBOX']","['ZARA', 'GROCERIES', 'BOOK-MY-SHOW-SPORTS', 'ELECTRONICS']","['TECH-SAVY', 'FASHION', 'FOODIE']"
A1899946115478010,"['History', 'Cold Play', 'Manchester City']","['FOOTBALL-TICKET', 'MUSIC CONCERT', 'BOOKS']","['HISTORY', 'MUSIC', 'FOOTBALL']"
A985156741434817,"['Shakira', 'Michael Jackson', 'Criminal Case']","['MUSIC-CONCERT', 'BOOK-MY-SHOW-SPORTS', 'AMAZON-PRIME']","['MUSIC', 'TV-SHOWS']"
A564049486030096,"['John Cena', 'TIMES OF INDIA', 'Football']","['FOOTBALL-TICKET', 'TATA-SKY', 'NEWSPAPER']","['NEWS', 'SPORTS', 'FOOTBALL']"
A914800854337170,"['SONY Mobile', 'Mr Bean']","['TATA-SKY', 'ELECTRONICS']","['TECH-SAVY', 'COMEDY-SHOWS']"
A1055521487267900,"['Windows', 'Tom and Jerry', 'XBOX', 'Geography']","['TATA-SKY', 'FOOTBALL TICKET', 'ELECTRONICS']","['COMEDY-SHOWS', 'GAMING']"
A985157124554025,"['50 Cent', 'Cold Play', 'IPL', 'Samsung', 'Food']","['MUSIC CONCERT', 'TELECOM', 'SPOTIFY', 'GROCERIES', 'TATA-SKY']","['TECH-SAVY', 'MUSIC', 'FOODIE']"
A1055520575126090,"['The Simpsons', 'Indian Cricket Team', 'Bruce Lee']","['TATA-SKY', 'BOOK-MY-SHOW-SPORTS', 'BOOK-MY-SHOW']","['MOVIES', 'CRICKET']"
A1688853608143530,"['Samsung', 'NBA', 'CGTN', 'Netflix']","['TATA-SKY', 'NETFLIX', 'TELECOM', 'MUSIC CONCERT']","['NEWS', 'TECH-SAVY', 'NETFLIX']"
