accountID,maritalStatus,sex,income,age,Dependents,Occupation
A914800854337170,Married,Male,990717,66,4,Business
A1055521487267900,Married,Female,1427138,51,2,Business
A985157124554025,Married,Female,3029056,51,4,Business
A1055520575126090,Single,Male,1239620,27,1,Employee
A1688853608143530,Single,Male,848426,30,1,Business
A844427698529995,Single,Female,1470591,35,4,Business
A914800567092655,Single,Male,1233404,30,1,Business
A1759220773196950,Married,Male,3779100,33,3,Business
A1829582063128720,Married,Male,1556784,35,2,Business
A914801003384825,Single,Male,1142394,36,4,Business
A1055521476386600,Married,Male,870314,39,2,Business
A985156887932082,Single,Male,557916,27,3,Business
A1899945889554450,Married,Male,3303720,37,2,Business
A844427996322351,Single,Male,632567,30,1,Employee
A1759221073421230,Single,Male,1747620,34,1,Business
A1899945548520930,Single,Male,1879670,28,4,Employee
A1055521365485720,Single,Male,917776,32,1,Business
A985156471428845,Married,Male,1164605,39,4,Business
A985156301167080,Married,Male,587822,39,4,Employee
A985156979141360,Single,Male,921025,32,2,Employee
A1829581229582090,Single,Female,1260800,35,4,Business
A1055521361242540,Married,Female,1354320,40,3,Employee
A985156223807767,Married,Male,1152084,34,3,Employee
A1899946367337830,Married,Male,1908550,36,3,Employee
A1688852174862280,Married,Male,929860,40,4,Business
A914800448280573,Single,Male,1336517,33,4,Business
A985156963605939,Single,Female,1489009,29,4,Employee
A362015582642492,Single,Male,2180345,37,2,Business
A1055520491328120,Married,Male,3100838,49,2,Business
A1829582570137300,Single,Male,1204505,33,3,Business
A1055520996524230,Single,Male,928701,32,4,Employee
A844427907311969,Single,Male,1376341,31,3,Business
A985156450267538,Married,Male,1220427,44,3,Employee
A1055521414366710,Single,Male,869630,36,4,Employee
A1055521345352810,Single,Male,1711463,34,4,Employee
A985156780019677,Married,Male,759468,34,3,Employee
A985157017493543,Single,Male,1466819,36,3,Business
A1055521430547030,Single,Male,1429044,34,3,Business
A914801000563990,Married,Male,1407777,43,2,Business
A1829580941864630,Married,Male,1182883,43,3,Business
A914800128977984,Single,Female,1028394,29,1,Business
A1759220899751650,Single,Male,1594499,41,4,Employee
A1055521023442690,Single,Male,931247,38,1,Employee
A914800986301160,Married,Male,1255087,32,2,Employee
A1055521432644960,Married,Male,2139951,43,4,Business
A914801133807122,Single,Female,1434272,29,2,Business
A844428039958710,Single,Male,1827800,31,4,Employee
A914800313818079,Married,Male,1849403,38,4,Business
A1055521080315940,Married,Male,1290655,40,1,Employee
A1759222214317260,Married,Male,1357830,41,2,Employee
A914801017206985,Married,Male,1447667,42,1,Business
A844427878485876,Married,Male,1234722,35,4,Employee
A985156904823813,Married,Male,2103034,47,2,Business
A985156238441762,Single,Male,927010,35,2,Business
A1055520919413850,Single,Male,835601,30,3,Employee
A844428091497130,Married,Male,1644564,34,2,Business
A985157039284573,Married,Male,803985,43,1,Employee
A914800138417165,Married,Male,1207659,35,4,Business
A305561218391515,Married,Male,1200833,35,1,Employee
A914801012105226,Married,Male,1130196,39,3,Business
A1055521460371150,Married,Male,808773,45,1,Business
A914801112491567,Single,Male,767372,32,3,Business
A844428115036388,Single,Male,828438,35,2,Business
A1055521121645450,Single,Male,1045000,32,1,Employee
A1055521403053950,Married,Male,2526563,38,4,Business
A985156645629920,Married,Male,2232424,41,1,Business
A844428126687927,Single,Male,723881,34,2,Employee
A985157112571750,Single,Female,1195461,28,1,Business
A985157003940935,Married,Male,941165,39,1,Employee
A844427478536926,Single,Male,1088453,33,1,Business
A1055521503393730,Married,Male,1538088,50,3,Business
A985156540981180,Single,Male,1272765,27,1,Employee
A1055521465361500,Married,Male,956460,63,2,Employee
A985157048964069,Married,Male,853803,58,3,Employee
A844427531837944,Married,Male,1161660,36,1,Business
A1759221448129020,Married,Male,1873552,35,3,Employee
A985156261786488,Single,Male,1123926,29,3,Employee
A1055520688452570,Married,Female,1301690,39,2,Business
A985156389097608,Married,Male,1274888,40,1,Employee
A914800712158296,Single,Female,2794558,26,1,Business
A985156057879220,Married,Male,580716,45,2,Business
A844427548117282,Married,Male,192223,45,1,Business
A1829581262641760,Married,Male,662074,43,2,Business
A844428044321482,Married,Male,1243284,38,1,Employee
A1055521105014140,Married,Male,1676465,58,2,Business
A564049471207477,Married,Male,833473,39,1,Employee
A1055521416913140,Married,Male,1482500,58,4,Business
A914800565085472,Single,Male,1333895,39,4,Business
A1055521481041700,Married,Male,848122,42,4,Business
A844428142229422,Married,Male,703285,36,4,Business
A844427381033215,Married,Male,1360564,55,4,Business
A309475147183206,Single,Male,884146,27,2,Business
A1759221136878170,Married,Male,2765545,55,3,Business
A1688853689679140,Married,Male,856463,45,2,Business
A1688852266458740,Married,Female,2060816,28,2,Business
A844428169912466,Single,Male,776416,35,3,Employee
A914800385592241,Single,Male,1105952,31,1,Employee
A362840679639251,Married,Male,1312901,44,3,Business
A1829581925937020,Single,Male,2845763,31,3,Business
A1055521353689290,Married,Male,2220340,53,2,Business
A914801053304058,Single,Male,675906,33,3,Employee
A914800977338963,Single,Male,1431441,32,2,Business
A844428115052190,Single,Female,1180603,32,2,Business
A1055521380160850,Married,Male,1393872,34,3,Employee
A985156945242095,Single,Male,1629041,32,2,Employee
A914791532888281,Single,Male,737219,30,4,Business
A1055520846805900,Married,Male,497059,32,4,Business
A985156078662782,Single,Male,1345979,34,4,Business
A914801019231728,Single,Female,1256128,30,3,Business
A844427481214494,Married,Male,986461,34,1,Employee
A1688852507996700,Married,Male,806018,33,2,Business
A914800457421233,Single,Male,1578501,35,4,Business
A564049477127186,Married,Male,1204098,54,1,Business
A844427720449362,Married,Male,2188572,45,1,Business
A1055520791551990,Married,Male,914223,37,3,Business
A844427153599298,Married,Female,954465,37,4,Employee
A844427733170378,Single,Female,1919817,36,3,Employee
A844428032863784,Single,Female,1652753,28,3,Business
A1055521159387900,Married,Male,1685889,39,2,Business
A914800198918367,Married,Female,1771180,35,4,Employee
A844428171754769,Single,Male,947340,32,2,Employee
A914801042523035,Single,Female,1441682,32,3,Employee
A985156113245481,Married,Female,2222563,54,3,Business
A985156922848609,Married,Male,1453785,40,1,Employee
A423525231341788,Married,Male,2165126,44,1,Business
A985155983858949,Married,Male,1127746,35,2,Employee
A1829581424915130,Married,Male,2303256,55,4,Business
A844428156796117,Married,Male,1316273,52,1,Employee
A985156308681508,Single,Male,651548,31,1,Employee
A914800419190616,Single,Male,1302469,29,3,Business
A1055521404917510,Single,Male,1180717,31,3,Business
A1829581358537390,Married,Male,972268,50,3,Employee
A361877879619896,Single,Male,2012157,33,1,Business
A914801021979861,Single,Male,5759280,33,4,Business
A1055520563012610,Single,Male,969380,32,3,Employee
A1688852355143540,Married,Male,1434447,41,2,Business
A1829582050701180,Single,Male,1121418,35,2,Business
A365247797019113,Married,Male,704102,44,3,Business
A914800663001940,Married,Male,967765,43,4,Business
A1055521385427580,Single,Male,930886,31,2,Business
A1899945622449430,Married,Male,1211611,39,4,Employee
A844427181871541,Married,Male,1221566,42,4,Employee
A914800691473185,Single,Male,779247,33,4,Employee
A914800448872035,Married,Male,1362133,43,1,Business
A313048560686531,Married,Male,1382155,50,1,Employee
A1688852412658020,Single,Male,940215,36,4,Employee
A844427733954855,Married,Male,1488061,33,2,Business
A1829581430535480,Single,Male,806284,30,2,Employee
A844427794345495,Single,Female,7724640,32,2,Business
A1055520923418630,Single,Male,1485686,30,2,Employee
A1055521495978250,Married,Male,3833516,49,1,Business
A914801000818973,Married,Male,1465809,57,4,Business
A844427942054847,Single,Male,1491494,38,1,Business
A306042137863346,Single,Female,726009,33,3,Business
A1759221264015860,Married,Male,990983,58,4,Employee
A914801043693061,Married,Female,845082,34,3,Business
A844427178135904,Married,Female,1139856,36,1,Business
A844427183345098,Single,Male,868927,34,4,Employee
A844427402076519,Married,Male,1492792,57,2,Business
A1055521522142750,Single,Female,956080,33,2,Business
A914800685077894,Married,Male,1150716,39,3,Employee
A914800539590380,Married,Male,1319494,40,4,Business
A985156930838138,Single,Male,1479606,33,4,Employee
A1899946888499760,Single,Male,744344,29,3,Business
A914800173092899,Married,Female,794979,43,3,Employee
A844427833903867,Single,Male,1171749,33,3,Employee
A985156001647717,Single,Female,1034341,31,2,Employee
A365522412799449,Married,Male,1449510,46,4,Employee
A985156149717307,Single,Female,1139246,29,3,Business
A844427933766124,Married,Male,1443810,42,4,Employee
A985156960541076,Single,Male,1274444,32,3,Employee
A1055520684096080,Married,Male,1896637,54,4,Employee
A293600947908426,Single,Male,808583,28,1,Employee
A1759221132731690,Married,Female,1972865,44,1,Business
A914801028481110,Single,Male,2671286,30,2,Business
A1829581235505100,Married,Female,1397105,52,4,Business
A844428153267823,Single,Male,749740,33,2,Business
A914801047202505,Single,Male,1082164,30,1,Business
A985157016050737,Single,Female,1255007,27,1,Business
A1055521039444170,Married,Female,604998,35,1,Business
A844428136804659,Single,Male,1616900,30,4,Business
A914800338159890,Single,Male,1246286,32,3,Employee
A1055520512383450,Married,Female,1263956,43,4,Business
A844427605344871,Single,Male,963110,27,4,Employee
A914800611292432,Married,Male,1317580,47,3,Employee
A844427756565795,Single,Male,2021676,32,4,Business
A844428039419724,Married,Male,1516238,38,3,Employee
A985157026739492,Married,Male,1211984,35,1,Employee
A985156276669764,Single,Male,441237,30,3,Business
A844428055718390,Single,Male,1195847,33,2,Employee
A914800966913329,Married,Female,1398118,52,3,Business
A914800960677999,Single,Female,1226602,29,4,Employee
A564049485977693,Single,Female,1984037,33,2,Business
A985157051832765,Married,Male,1266540,41,2,Business
A1829581672103710,Single,Female,1149075,31,1,Business
A985156940216910,Single,Male,1315100,27,4,Business
A318276441544771,Single,Male,1798844,31,2,Business
A985157013667756,Married,Male,1392913,33,4,Business
A844428060424257,Married,Male,567720,45,1,Employee
A844427682854765,Married,Male,1347703,45,4,Employee
A1970327018477460,Single,Female,479085,32,4,Employee
A1759221867395570,Married,Male,1040991,34,4,Business
A985156217601556,Married,Male,1127410,50,2,Employee
A985157005986210,Married,Male,1050757,46,2,Business
A1829581686914450,Married,Male,1751895,56,4,Business
A1055520962776160,Single,Male,741380,36,4,Business
A1829582616568300,Married,Male,1100347,68,3,Business
A1055521072811740,Married,Male,299041,52,1,Employee
A914800982500816,Married,Male,572812,30,2,Business
A985157034931878,Married,Male,1253335,36,3,Business
A985157002224609,Single,Male,892582,32,3,Employee
A844427622493664,Married,Female,571881,59,1,Employee
A389233051705990,Married,Female,1946360,42,1,Business
A1759220970751920,Married,Male,2380700,38,3,Business
A914801071161612,Married,Male,2698570,29,3,Business
A314903987109795,Married,Male,3684366,38,3,Business
A844428048485755,Single,Male,675184,33,2,Employee
A914800940710431,Single,Female,1692729,29,2,Business
A985157065223051,Single,Female,507566,34,3,Business
A844428065845844,Single,Male,1315902,41,4,Employee
A388129826262452,Married,Male,987905,69,3,Business
A1688852248439490,Married,Male,912646,39,2,Business
A985156492880851,Married,Male,1130595,61,1,Business
A1055521375634950,Single,Male,2295276,32,1,Business
A1055521500938800,Married,Male,1052828,41,4,Employee
A914800298398983,Single,Male,998279,31,1,Business
A2040691437996040,Married,Male,1792916,37,4,Employee
A1055521184919330,Single,Male,846792,38,2,Business
A914800851960050,Married,Female,2411233,42,3,Business
A1759221365509170,Single,Male,3786320,30,3,Business
A1055521404118590,Married,Female,1443810,38,2,Employee
A914800948136322,Single,Female,1009071,33,1,Business
A1899945549352700,Single,Female,1536568,32,4,Business
A985157007134975,Married,Male,440097,61,2,Employee
A985156412827750,Married,Female,400558,46,4,Business
A914801041125190,Married,Male,960773,38,4,Employee
A1829581115546560,Single,Female,1146200,34,3,Employee
A985156960734699,Married,Male,523982,35,3,Employee
A363115847293649,Single,Male,926041,30,4,Business
A914801038200974,Single,Male,578113,29,4,Business
A1899946740680980,Single,Male,764028,35,1,Business
A1759220755743140,Single,Male,1429449,33,4,Business
A985156982416599,Single,Male,573990,30,1,Business
A844428174803885,Single,Female,1730862,31,1,Business
A844427648442175,Married,Female,1027444,37,1,Employee
A1055520530367760,Single,Male,1848605,32,2,Employee
A844427760679020,Single,Male,1489154,32,4,Business
A985157013628237,Married,Male,1767038,51,3,Employee
A1829581386136360,Single,Male,1156986,28,2,Employee
A914800814673697,Married,Male,1045190,36,3,Business
A985157007567264,Married,Female,2663420,34,3,Business
A844427129197270,Married,Male,1246596,38,1,Employee
A844427855847513,Married,Male,950760,32,4,Business
A985156948766822,Married,Male,1231205,36,2,Employee
A1055520689993370,Married,Male,1164567,30,4,Business
A985156580169795,Married,Male,1445007,35,2,Business
A914800930894758,Married,Male,1471598,43,3,Employee
A1055521483823080,Married,Male,650712,49,3,Business
A914801007443979,Married,Male,602224,48,4,Business
A844427915051864,Married,Male,971793,54,2,Employee
A1055521478823300,Single,Male,1426292,29,2,Business
A564049767256313,Single,Male,1324680,31,2,Employee
A1899946549824590,Married,Male,1326162,41,2,Business
A1055521393806280,Married,Male,3483612,42,1,Business
A914800821104075,Married,Male,3557674,35,4,Business
A985156489085503,Married,Male,2278404,35,2,Business
A985156797909258,Married,Male,1511640,36,3,Employee
A985156165102289,Single,Female,945136,31,1,Business
A914800196950257,Married,Male,359993,36,1,Business
A985157018879937,Single,Male,1143762,36,1,Employee
A844427959695505,Single,Male,1104558,32,4,Employee
A985157033739512,Married,Male,2439980,40,3,Business
A1759220759981130,Married,Male,1117032,43,4,Business
A844427993041564,Married,Male,1062974,49,3,Employee
A1055521114231130,Single,Male,1122216,34,3,Employee
A1055520668966190,Married,Male,2792430,36,3,Business
A1899945610803520,Single,Male,1436837,33,4,Employee
A914800986768504,Married,Male,1299353,38,2,Employee
A1899945425877270,Married,Male,1448026,36,4,Employee
A1055521379657790,Single,Male,1385550,27,3,Employee
A844427983065593,Married,Male,1159380,32,4,Business
A1899946335068950,Married,Female,1690221,48,1,Employee
A844428049174913,Married,Male,1587450,36,2,Employee
A985156113682580,Single,Male,1269547,29,3,Business
A1055521482348350,Single,Female,944414,28,3,Business
A985157110242691,Married,Male,1052619,53,3,Business
A844428012605091,Single,Female,1250122,35,4,Employee
A1055521412444000,Married,Male,2250132,37,3,Business
A914800922784846,Married,Male,1259244,39,4,Employee
A844427682945554,Married,Male,1351690,50,2,Business
A914801073616446,Married,Male,820515,46,1,Employee
A1055520803001040,Single,Male,1452949,36,1,Employee
A914800402514233,Married,Female,606366,37,2,Employee
A1759221107428940,Single,Male,1427641,30,1,Business
A985157012033471,Married,Male,1844710,89,1,Employee
A844427927765689,Married,Male,4727200,38,1,Business
A844427797323886,Married,Male,1474633,38,4,Employee
A2111055898223430,Married,Male,1628414,43,4,Business
A985156166676347,Single,Male,880897,38,2,Business
A1055521522066350,Single,Male,1408489,28,3,Business
A844428140526137,Married,Male,1322628,39,4,Business
A844427774489079,Married,Male,2038586,36,1,Business
A985157114348146,Married,Male,1155618,43,1,Employee
A844427786859956,Married,Male,1124819,39,3,Business
A1055520435807740,Single,Female,960260,27,4,Business
A1829581310812400,Single,Male,997785,32,1,Business
A1899945710191160,Married,Male,1041675,34,3,Business
A985157028178545,Married,Male,1156207,41,3,Employee
A844428146123433,Single,Male,1292102,28,3,Business
A914800976398200,Married,Male,556035,37,1,Business
A1055521435190160,Single,Male,1272018,33,1,Business
A1829581330179110,Married,Female,436183,30,1,Employee
A1055521321859390,Married,Male,1235874,40,2,Employee
A844428069667956,Married,Male,1139721,40,4,Employee
A844428047798439,Married,Male,650655,41,4,Employee
A1829581225464700,Single,Male,1391467,30,2,Business
A985156424713728,Married,Female,1243094,36,4,Employee
A985157116776468,Married,Male,1725561,39,2,Employee
A985156481676080,Married,Male,1139620,43,3,Employee
A844428106378197,Married,Male,1261562,46,4,Employee
A1055521407127210,Married,Male,966378,39,1,Employee
A985157123288341,Single,Male,337934,33,4,Business
A844428041258421,Married,Male,1511507,38,2,Employee
A1055521458108490,Single,Female,334039,32,2,Business
A985156995360355,Single,Male,730759,31,3,Business
A1899945758498190,Single,Male,718181,31,3,Employee
A985157031811460,Single,Female,1863216,29,4,Business
A985156929310871,Married,Female,1654254,34,2,Employee
A985156996891474,Single,Male,1164567,30,4,Business
A1055521412810210,Married,Male,785878,36,2,Business
A1829581346434960,Single,Male,1167702,35,2,Business
A1759220849069120,Married,Female,1315959,33,3,Business
A914801000654510,Married,Male,1411890,64,3,Business
A1829581100830700,Married,Male,418627,36,3,Business
A1055520620958660,Single,Male,1261033,31,4,Employee
A1055521327076360,Single,Male,1105108,39,1,Business
A309475147138369,Single,Male,1929260,34,4,Business
A985156253231909,Married,Male,1364941,43,2,Employee
A914800132933704,Married,Male,660554,50,1,Employee
A1055521406866740,Married,Male,873715,34,3,Employee
A316965569875865,Married,Male,1435545,53,3,Employee
A914800918004947,Married,Female,1415462,33,1,Employee
A1759220987719230,Single,Male,1643918,37,1,Business
A2181420353299360,Single,Female,1167588,33,1,Employee
A308032043378919,Married,Male,972895,61,2,Business
A1899945740725960,Married,Female,2398199,39,3,Business
A844427415150796,Single,Male,1407900,38,3,Business
A844427550017236,Single,Male,1027140,32,1,Employee
A1055521501597820,Single,Female,535648,30,4,Employee
A844428079221844,Married,Male,859028,64,4,Employee
A1899945762113370,Married,Male,1248224,32,2,Business
A362221883656161,Single,Female,1462113,32,4,Employee
A1829581373684400,Married,Female,1259206,33,3,Business
A1055520481720050,Married,Male,1141402,36,1,Business
A985156591193972,Married,Male,1425916,33,3,Employee
A914800842671200,Single,Male,1991998,33,2,Employee
A844427980934186,Married,Male,579234,44,1,Business
A914801128863008,Married,Male,1673577,40,3,Business
A844428048099129,Single,Male,1195450,33,4,Employee
A985156347619818,Single,Male,925680,30,4,Employee
A914800732156900,Single,Female,1346530,36,4,Employee
A914800245017969,Single,Male,881524,34,1,Employee
A985156953542942,Single,Female,1116307,27,4,Business
A844427111984858,Married,Male,703285,38,3,Employee
A1829582392265970,Single,Female,1388528,32,4,Business
A1899945853123090,Married,Male,1807432,57,2,Business
A985156953517749,Married,Male,867578,34,1,Business
A844427527243412,Married,Male,6620208,35,2,Business
A1899946717070950,Single,Male,1350172,37,4,Business
A844427840995099,Single,Male,1556176,32,4,Employee
A914801128505031,Married,Male,1032764,47,3,Employee
A914800361095978,Married,Male,1125600,37,2,Business
A844428149452226,Single,Male,777347,34,4,Business
A1688852228880100,Married,Male,674899,33,1,Employee
A844427733709240,Married,Male,1271480,37,1,Employee
A985156090114983,Single,Female,987905,29,1,Business
A985157032063366,Married,Male,1164054,53,3,Employee
A844427465175343,Married,Male,1637325,36,1,Employee
A1055520803571660,Married,Male,913710,42,4,Business
A1055521249557050,Married,Male,1437350,36,2,Business
A1829581582273960,Married,Male,1376113,48,3,Employee
A914800608781317,Single,Male,1257477,27,3,Employee
A1055521389459080,Married,Female,930753,37,4,Business
A844427272328952,Married,Male,954940,37,4,Employee
A914801108366951,Married,Male,1965607,38,4,Business
A844427309396645,Married,Male,2235768,37,3,Business
A914800975708505,Married,Male,4040274,27,4,Business
A388129827825485,Married,Male,985036,38,2,Employee
A914801042869106,Single,Male,959994,28,4,Business
A844428064747127,Married,Male,679706,38,3,Business
A985156080574158,Married,Female,1236897,38,3,Business
A985157003985674,Single,Female,566067,29,4,Business
A985156943000795,Married,Male,2826630,35,4,Business
A844427463161679,Single,Male,695970,32,3,Employee
A1899945669475390,Married,Male,1470998,43,1,Employee
A914800554780673,Single,Male,1091170,30,4,Business
A1055521510163250,Married,Male,1495680,51,2,Business
A985157116330049,Single,Male,1324632,31,4,Business
A1055521388604870,Married,Male,769348,29,2,Employee
A985156020879979,Single,Male,1280991,36,1,Business
A1829582465774250,Married,Female,1552072,54,4,Business
A1829582193139610,Single,Male,1513312,36,1,Business
A914801057783765,Married,Male,1388292,69,2,Business
A985156976355729,Married,Male,845177,42,1,Business
A914800232417397,Single,Male,2320356,34,4,Business
A914800143380557,Single,Female,961115,37,4,Employee
A1055521322712150,Married,Male,1202263,68,3,Employee
A363322326132254,Single,Female,1208759,33,4,Business
A914801021372505,Single,Male,782819,31,2,Business
A985156657889416,Single,Male,1890500,43,4,Business
A844427830452730,Married,Female,1480077,50,4,Employee
A320332823702138,Married,Female,1187624,38,1,Employee
A1688853615677770,Married,Male,933888,54,1,Employee
A914800953205917,Married,Male,1029857,52,1,Business
A844427130423224,Married,Male,807899,29,4,Employee
A844427571068377,Single,Male,1140282,32,1,Employee
A1759221010444800,Married,Male,2204741,43,4,Business
A844428162534126,Married,Male,1630428,37,3,Business
A914801085996065,Single,Male,985036,33,3,Employee
A311542163863683,Married,Male,1082240,50,1,Business
A844428042285134,Single,Male,1388339,32,1,Business
A844427543661510,Married,Male,1146478,42,1,Business
A914801081584030,Single,Male,1372104,31,4,Employee
A312021642559902,Married,Male,1439570,43,4,Business
A985156973541244,Married,Female,557973,36,4,Employee
A914800918866960,Single,Male,1259923,35,4,Business
A985155981938171,Single,Male,1397205,34,3,Business
A914800209600167,Married,Female,1421542,40,3,Business
A844428069936191,Married,Male,563787,39,4,Employee
A1055521336089650,Single,Female,1133958,35,1,Employee
A1055521517880800,Single,Male,455582,39,4,Business
A1055521391908230,Married,Male,1448066,51,4,Employee
A985157125653977,Married,Female,1204999,48,2,Business
A1055521362966910,Single,Male,1213433,31,1,Employee
A844428158325138,Single,Male,1413600,34,2,Employee
A914801122917331,Single,Male,1187694,31,3,Business
A914800701622234,Single,Male,1132679,30,4,Employee
A1899946419417400,Single,Male,930430,29,2,Employee
A985156090876366,Married,Male,1245621,55,4,Business
A844427201758484,Married,Male,1505256,42,3,Employee
A844428069403450,Married,Male,1448769,57,1,Employee
A914801092430472,Single,Female,2673452,31,3,Business
A1055521411569560,Single,Male,2123763,29,2,Business
A914800972602401,Married,Male,501410,32,4,Business
A1055521379303470,Married,Female,1415310,37,1,Business
A1055520510972440,Single,Male,1392624,34,1,Employee
A1688852384043230,Single,Female,938353,31,4,Business
A985156508661260,Single,Male,904343,36,3,Employee
A914800134920658,Single,Male,675374,28,3,Business
A1688852343915060,Married,Male,1490987,33,4,Business
A985156129247006,Married,Male,1334693,39,4,Business
A1688852628053640,Single,Male,1349152,30,3,Business
A1055521089147120,Single,Male,1010458,30,4,Employee
A1055521397369790,Single,Male,1372504,30,2,Employee
A1899946870159580,Married,Male,1451315,38,3,Employee
A306315937326656,Married,Male,735509,37,2,Business
A985157094288786,Single,Female,715958,30,2,Employee
A844428022748894,Married,Male,629964,46,3,Employee
A2040691455085060,Single,Male,575301,36,2,Business
A844428128425055,Married,Male,708434,32,3,Employee
A1688853636380030,Single,Male,532209,33,3,Employee
A914801138827847,Married,Male,568233,42,3,Business
A914800337132379,Married,Male,1427375,43,4,Employee
A914800277743667,Married,Male,1706162,33,1,Business
A1055521385021470,Single,Male,1211580,32,1,Employee
A844427611617775,Married,Male,2518659,34,4,Business
A914800497027226,Married,Male,794143,58,3,Business
A914800656986316,Married,Male,1678878,89,2,Employee
A985156992308368,Single,Male,2864022,28,1,Business
A1759220981969530,Single,Male,1821587,31,1,Employee
A985157114910248,Single,Male,1115463,29,3,Business
A914800385649280,Married,Female,1111993,42,3,Employee
A1688853624907010,Single,Male,1891070,30,3,Business
A844427093008114,Married,Male,935940,34,4,Business
A1829581210790630,Single,Male,1768539,33,2,Business
A985156748489037,Married,Male,1495224,37,3,Employee
A985156963634924,Married,Male,3287095,34,1,Business
A1759222254334470,Married,Male,1244694,38,3,Business
A1829581291291510,Married,Male,1343243,49,2,Employee
A985157032588326,Single,Male,1363253,34,3,Business
A985157019745109,Married,Male,1521216,40,1,Employee
A1759222188803900,Single,Female,724565,31,3,Employee
A914800613696583,Single,Male,1326542,39,3,Employee
A313048560667188,Single,Male,1489714,30,1,Business
A423319053151190,Single,Male,1229033,36,2,Employee
A1759221195944520,Single,Male,2443818,38,1,Business
A1055520499421540,Married,Male,1444000,37,2,Employee
A1688853633815290,Married,Male,1399179,62,2,Employee
A985157121408391,Single,Male,978842,34,3,Business
A403594417539781,Single,Male,2016755,34,4,Business
A1688852233729330,Single,Male,1001566,35,2,Business
A985156980646039,Single,Male,1362186,31,1,Business
A1055521285194940,Married,Female,786752,41,3,Business
A309617662913222,Single,Male,1278757,31,4,Business
A985157008958971,Single,Male,1465808,33,3,Employee
A844427731480005,Married,Female,599678,59,3,Employee
A985156469207682,Married,Female,1089213,34,1,Business
A844427440984769,Single,Male,1076217,33,1,Business
A844427175003365,Married,Male,1104805,37,2,Business
A914801113356531,Married,Male,1833861,36,1,Business
A1899946984330540,Single,Male,752628,33,4,Employee
A1055521322996100,Single,Male,1435792,34,2,Employee
A2111055895215360,Married,Female,1493115,44,1,Business
A985156879229736,Married,Male,1261923,59,4,Employee
A985156754482002,Single,Male,951330,35,1,Employee
A1055521378810060,Married,Male,1117691,46,1,Employee
A985156963848740,Married,Male,776720,34,3,Employee
A1055521353226000,Married,Female,891480,37,1,Business
A844428014149411,Single,Male,1013593,34,3,Business
A844428088082444,Single,Male,1396462,33,2,Business
A914800882730619,Married,Male,1439483,44,2,Business
A1055521445621520,Married,Male,888421,46,4,Employee
A1899945423013480,Single,Male,952945,37,2,Business
A914801001741416,Single,Male,477470,33,4,Business
A914801078279734,Single,Male,782591,40,3,Employee
A1829580912969020,Married,Female,1381302,47,1,Business
A1829580997620210,Single,Male,1089650,49,2,Business
A1055520986750110,Married,Male,742729,40,4,Employee
A844427817635477,Married,Female,1472759,40,3,Business
A985156292244328,Married,Male,1925270,43,2,Business
A403525708313359,Married,Male,686945,41,4,Business
A1055521050898020,Married,Male,1445376,36,2,Business
A985156129426304,Married,Male,1495072,37,3,Employee
A914801129718125,Single,Male,1154234,32,1,Business
A844427215364914,Married,Male,2884485,55,2,Business
A1688852625630350,Single,Female,1415177,28,3,Business
A1688853596344290,Married,Male,609634,29,1,Employee
A914800648346490,Single,Male,1766354,32,4,Business
A312361365370578,Single,Male,1520608,34,3,Employee
A914801042039775,Married,Male,1449377,33,1,Employee
A914800545272680,Single,Female,1899810,32,1,Employee
A985156019331409,Single,Male,1433455,35,3,Business
A1055521392197910,Single,Male,1504344,28,1,Business
A1688853306324020,Single,Female,580203,27,1,Business
A1055520816565140,Married,Male,1575290,44,1,Business
A914801114081189,Single,Male,616835,30,3,Business
A1829580999804320,Married,Male,555750,35,4,Business
A844427723830198,Married,Female,1202012,45,1,Business
A1055521248067050,Married,Male,1063259,28,1,Business
A361946840836889,Single,Male,1441264,30,3,Business
A844427597217446,Married,Male,991496,45,4,Business
A564049486230193,Married,Male,1469497,59,3,Employee
A985156117294803,Married,Male,1433268,47,3,Business
A1055521370360070,Married,Male,1324357,47,3,Business
A914800670429707,Single,Female,1445691,28,4,Employee
A844427715932265,Married,Male,1792004,39,3,Employee
A1688852478988280,Single,Male,1012662,35,4,Business
A1055520865596880,Married,Male,1027045,48,1,Employee
A844427963929340,Single,Female,1089422,34,4,Business
A985156562560403,Single,Male,1108498,38,4,Business
A844427772888186,Single,Male,1336650,29,4,Employee
A1688852440033430,Married,Male,1632119,40,1,Employee
A914800389503376,Married,Female,1648212,41,3,Business
A1899945663359960,Married,Male,793858,50,2,Employee
A985156674462085,Married,Male,1338322,30,3,Business
A914800813855620,Single,Male,1138328,31,4,Employee
A914801048360647,Married,Male,558429,41,1,Business
A1055520929935580,Married,Male,767144,43,4,Employee
A1899945561109000,Married,Male,1414705,34,2,Employee
A1055521507355750,Single,Female,1303555,38,1,Business
A844428035378559,Married,Female,1391807,47,1,Employee
A1055521430605450,Single,Male,2105884,28,3,Business
A844427613574795,Married,Male,1586899,51,2,Business
A985156412717694,Single,Male,1241855,35,2,Employee
A1055521349939660,Single,Male,1223391,34,1,Business
A1899945481154570,Married,Male,1452930,42,3,Employee
A1055520462647920,Single,Male,1287145,32,2,Business
A1829582227614710,Married,Male,1579090,38,4,Business
A1055521393639530,Single,Male,954560,31,1,Employee
A844427479753660,Single,Male,670320,33,2,Business
